iter, gearRatio, moduleBig, moduleSmall, Ns, NpBig, NpSmall, NrBig, NrSmall, numPlanet, fwSunMM, fwPlanetBigMM, fwPanetSmallMM, fwRingBigMM, fwRingSmallMM,  mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
3 , 48.57142857142857 , 0.6 , 0.6 , 21 , 45 , 36 , 111 , 102 , 3 , 9.226 , 58.295 , 67.945 , 58.295 , 67.945 , 1.15 , 0.801 , 111.936 , -0.15696035720675156 , 97.336 , 0.038 , 191.74036460715382
3 , 48.57142857142857 , 0.6 , 0.6 , 21 , 45 , 36 , 111 , 102 , 3 , 9.226 , 58.295 , 67.945 , 58.295 , 67.945 , 1.15 , 0.801 , 111.936 , -0.15696035720675156 , 97.336 , 0.038 , 191.74036460715382
2 , 48.57142857142857 , 0.6 , 0.6 , 21 , 45 , 36 , 111 , 102 , 3 , 9.226 , 58.295 , 67.945 , 58.295 , 67.945 , 1.15 , 0.801 , 111.936 , -0.15696035720675156 , 97.336 , 0.038 , 191.74036460715382
4 , 49.0 , 0.5 , 0.5 , 60 , 42 , 38 , 144 , 140 , 4 , 2.618 , 50.248 , 53.917 , 50.248 , 53.917 , 1.262 , 0.682 , 112.924 , -0.04061087941295882 , 89.48 , 0.103 , 172.6653815884739
5 , 49.0 , 0.5 , 0.5 , 60 , 42 , 38 , 144 , 140 , 4 , 2.618 , 50.248 , 53.917 , 50.248 , 53.917 , 1.262 , 0.682 , 112.924 , -0.04061087941295882 , 89.48 , 0.103 , 172.6653815884739
6 , 49.09090909090909 , 0.5 , 0.5 , 66 , 36 , 33 , 138 , 135 , 3 , 3.16 , 72.753 , 77.687 , 72.753 , 77.687 , 1.421 , 0.621 , 113.133 , 0.052572426302748665 , 79.615 , 0.103 , 218.93947797193647
4 , 49.333333333333336 , 0.6 , 0.6 , 24 , 48 , 39 , 120 , 111 , 3 , 7.654 , 54.316 , 62.342 , 54.316 , 62.342 , 1.19 , 0.804 , 113.692 , -0.14618096051069374 , 95.539 , 0.05 , 182.15861042372393
3 , 49.333333333333336 , 0.6 , 0.6 , 24 , 48 , 39 , 120 , 111 , 3 , 7.654 , 54.316 , 62.342 , 54.316 , 62.342 , 1.19 , 0.804 , 113.692 , -0.14618096051069374 , 95.539 , 0.05 , 182.15861042372393
1 , 49.4 , 0.5 , 0.5 , 18 , 57 , 42 , 132 , 117 , 3 , 16.212 , 69.605 , 83.982 , 69.605 , 83.982 , 1.268 , 0.854 , 113.845 , -0.15393613008961016 , 89.783 , 0.038 , 219.08726272542745
1 , 49.4 , 0.5 , 0.5 , 18 , 57 , 42 , 132 , 117 , 3 , 16.212 , 69.605 , 83.982 , 69.605 , 83.982 , 1.268 , 0.854 , 113.845 , -0.15393613008961016 , 89.783 , 0.038 , 219.08726272542745
3 , 49.611111111111114 , 0.5 , 0.5 , 36 , 57 , 48 , 150 , 141 , 3 , 6.351 , 61.804 , 68.631 , 61.804 , 68.631 , 1.36 , 0.813 , 114.332 , -0.09624427786739354 , 84.068 , 0.081 , 197.9350320795261
